#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
99;Ljudi u Mostaru, iako ne mogu birati susjede, grade dobre odnose s njima.;People in Mostar, although they cannot choose their neighbors, are building good relations with them.;women;life together;1.0;2.0;1.0;4;1.3;6.12;;1;3.0;Social;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;-1.0;1.0;1.38758;0.915254;2.867257;0.915254;3.130435;1.424242
103;Ljudi u Mostaru se aktivnije uključuju u razne korisne projekte u zajednici.;People in Mostar are more actively involved in various useful projects in the community.;women;life together;2.0;2.0;;4;6.4;3.2;;6;4.0;Activism;3;2.0;Public Ownership;Culture & Society;Culture & Society;;;1.38758;1.830508;2.867257;0.0;0.104449;1.272727
116;Ljudi, porijeklom iz drugih gradova, koji sad žive u Mostaru osjećaju čitav Mostar kao svoj grad.;People, originally from other cities, who now live in Mostar, feel the whole of Mostar as their own city.;women;life together;2.0;1.0;1.0;4;3.2;1.3;;3;2.0;Public Ownership;1;3.0;Social;Culture & Society;Culture & Society;;;1.38758;1.830508;1.433628;0.915254;0.168312;1.565217
123;Mladi ljudi s 2 diplome nalaze posao u Mostaru iako nemaju stranačku diplomu.;Young people with 2 degrees find work in Mostar even though they do not have a party diploma.;men;life together;3.0;;1.0;4;20.5;4.2;;20;5.0;Youth employment;4;2.0;Corruption;Economic Activity & Livelihoods;Rights & Dignity;3.0;1.0;1.38758;2.745763;0.0;0.915254;0.24;1.217391
161;Organiziraju se zajedničke akcije čišćenja u Mostaru (čišćenje Trimuše, naselja, itd.);Joint cleaning actions are organized in Mostar (cleaning of Trimuša, settlements, etc.);women;life together;;1.0;3.0;4;6.4;18.3;;6;4.0;Activism;18;3.0;Environmental Restoration;Culture & Society;Rights & Dignity;;;1.38758;0.0;1.433628;2.745763;0.104449;1.19403
165;Osobe koje su u strankama ne ismijavaju mlade ljude s diplomama koji nemaju posao.;People who are in (political) parties do not make fun of young people with diplomas who do not have a job.;men;life together;3.0;;1.0;4;9.9;20.5;;9;9.0;Political parties;20;5;Youth employment;Rights & Dignity;Economic Activity & Livelihoods;;;1.38758;2.745763;0.0;0.915254;1.076412;1.08
202;Povjerenik MZ Podhum traži od Gradske uprave Mostar da se komunalni problemi otklone.;The commissioner of MZ Podhum asks the city authorities to solve their local problems;men;life together;2.0;2.0;;4;9.6;9.4;;9;6.0;Mjesna zajednica;9;4.0;Accessibility;Rights & Dignity;Rights & Dignity;;;1.38758;1.830508;2.867257;0.0;1.076412;1.302326
205;Pravilnik o kućnom redu poštuju svi stanari.;The code of conduct is respected by all tenants;women;life together;2.0;2.0;;4;3.2;6.12;;3;2.0;Public Ownership;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;;;1.38758;1.830508;2.867257;0.0;0.168312;1.424242
217;S obitelji i prijateljima čistimo oko kuće uz Radobolju (plastične kese i drugi otpad);We clean the area around the house near Radobolja with our friends and family (plastic bags and waste);youth;life together;2.0;;2.0;4;18.3;3.2;;18;3.0;Environmental Restoration;3;2.0;Public Ownership;Rights & Dignity;Culture & Society;;;1.38758;1.830508;0.0;1.830508;0.483582;1.272727
218;"Samo kažemo ""čistit ćemo"" i ljudi se odazovu i posvete 1 h vremena tome";We just say “we will clean” and people respond and dedicate 1 h of time to it;youth;life together;2.0;;2.0;4;18.3;3.2;;18;3.0;Environmental Restoration;3;2.0;Public Ownership;Rights & Dignity;Culture & Society;2.0;2.0;1.38758;1.830508;0.0;1.830508;0.483582;1.272727
