#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
148;Muslimanu iz Potoka ne smeta kada ljudi druge vjere provode svoje običaje.;A Muslim from Potoci does not mind when people of other faiths practice their traditions.;men;life together;;1.0;1.0;2;14.3;1.3;;14;3.0;Religious beliefs and practices;1;3.0;Social;Culture & Society;Culture & Society;-1;1.0;0.59322;0.0;1.060606;0.686275;2.45614;0.452381
149;Izgrađena je šetnica uz Neretvu u Potocima;A promenade along the Neretva river in Potoci is built.;women;life together;;1.0;1.0;2;3.1;17.1;;3;10.0;Open Spaces;17;10.0;Roads;Culture & Society;Economic Activity & Livelihoods;-1;1.0;0.59322;0.0;1.060606;0.686275;0.10167;0.318182
150;Šetalište pored jezera je uređeno;The promenade by the lake is well arranged.;women;life together;2.0;;;2;3.1;3.8;;3;10.0;Open Spaces;3;8.0;Condition;Culture & Society;Culture & Society;2;2.0;0.59322;2.058824;0.0;0.0;0.10167;0.529412
151;Ulice u Potocima nemaju rupe;The streets in Potoci have no potholes.;women;life together;;;2.0;2;17.1;10.6;;17;10.0;Roads;10;1900-01-06 00:00:00;Public utilities;Economic Activity & Livelihoods;Rights & Dignity;0;2.0;0.59322;0.0;0.0;1.372549;0.227273;1.04
152;Komunalne službe pokupe sav otpad iz Potoka, pa ulične mačke i psi ne mogu razvlačiti vreće sa smećem.;Utilities collect all the waste from Potoci, so street cats and dogs cannot unpack garbage bags.;youth;life together;;;2.0;2;10.6;10.7;;10;6.0;Public utilities;10;7.0;Animals;Rights & Dignity;Rights & Dignity;0;2.0;0.59322;0.0;0.0;1.372549;0.861538;1.04
153;Borovi oko doma još uvijek postoje, jer nisu posječeni.;The pines around the cultural center still exist because they have not been cut down.;youth;life together;2.0;;;2;3.2;3.8;;3;2.0;Public Ownership;3;8.0;Condition;Culture & Society;Culture & Society;2;2.0;0.59322;2.058824;0.0;0.0;0.10167;0.529412
154;Vozila ne udaraju starca koji pomaže ljudima da se uključe u saobraćaj kod prelaza kod crkve.;The vehicles do not hit the old man who helps people to pull out into traffic at the crossing near the church.;youth;life together;;;2.0;2;21.2;21.3;;21;2.0;Traffic;21;3.0;Pedestrian Safety;Culture & Society;Culture & Society;0;2.0;0.59322;0.0;0.0;1.372549;23.333333;1.5
155;Mlada djevojka ne mora da pali blic na svom telefonu ni u jednom dijelu Potoka jer je svugdje postavljena rasvjeta.;The young girl does not have to turn on the flash on her phone in any part of Potoci because there are streetlights everywhere.;youth;life together;1.0;;1.0;2;17.3;22.3;;17;3.0;Public Lighting;22;3.0;Safety and comfort;Economic Activity & Livelihoods;Culture & Society;1;1.0;0.59322;1.029412;0.0;0.686275;0.227273;1.0
156;Na birou za zapošljavanje postoji sistem da kada dođeš na red dobiješ posao;There is a system at the employment office that you get a job when it is your turn.;women;life together;1.0;1.0;;2;10.2;20.2;2022-02-12 00:00:00;10;2.0;Unemployment;20;2.0;Hiring & employment;Rights & Dignity;Economic Activity & Livelihoods;0;1.0;0.59322;1.029412;1.060606;0.0;0.861538;0.515464
157;Hrvati znaju da li Mjesna zajednica Potoci išta radi.;Croats know if whether or not the Potoci MZ is doing anything.;men;life together;;;2.0;2;9.6;1.3;;9;6.0;Mjesna zajednica;1;3.0;Social;Rights & Dignity;Culture & Society;0;2.0;0.59322;0.0;0.0;1.372549;0.380952;0.452381
159;U Potocima se otkupljuju poljoprivredni proizvodi (npr. voće i povrće);Agricultural products (eg fruits and vegetables) are purchased in Potoci.;women;life together;1.0;1.0;;2;20.8;;;20;8.0;Livelihoods;0;0;0;Economic Activity & Livelihoods;0;0;1.0;0.59322;1.029412;1.060606;0.0;0.115464;0.0
160;Najzaposleniji sektor u BiH nisu kladionice.;The busiest sector in B&H is not betting shops.;youth;life together;;;2.0;2;20.0;;20 -probably is ok;20;0.0;Business;0;0;0;Economic Activity & Livelihoods;0;0;2.0;0.59322;0.0;0.0;1.372549;0.115464;0.0
161;Ljudi mogu naći posao u BiH, pa se ne sele u Njemačku.;People can find a job in B&H, so they do not move to Germany.;youth;life together;1.0;1.0;;2;20.2;20.7;;20;2.0;Hiring & employment;20;7.0;Migration;Economic Activity & Livelihoods;Economic Activity & Livelihoods;0;1.0;0.59322;1.029412;1.060606;0.0;0.115464;0.515464
162;Vjeronauk je izbačen iz škola.;Religious education is removed from schools.;women;life together;;;2.0;2;19.0;14.1;;19;0.0;Education;14;10.0;Religious education;Rights & Dignity;Culture & Society;0;2.0;0.59322;0.0;0.0;1.372549;0.804598;0.631579
163;Dosta studenata drugih vjera studiraju na Univerzitetu „Džemal Bijedić“ u Mostaru, jer je bolji.;Many students of other faiths study at Džemal Bijedić University in Mostar, because it is better.;men;life together;2.0;;;2;19.3;;;19;3.0;School inclusiveness;0;0;0;Rights & Dignity;0;2;2.0;0.59322;2.058824;0.0;0.0;0.804598;0.0
164;Jednako su tretirana sva djeca u školi, bez obzira na to jesu li njihovi roditelji “važne” osobe ili ne.;"All children in school are treated equally, regardless of whether their parents are ""important"" people or not.";youth;life together;1.0;;1.0;2;19.3;1.3;;19;3.0;School inclusiveness;1;3.0;Social;Rights & Dignity;Culture & Society;1;1.0;0.59322;1.029412;0.0;0.686275;0.804598;0.452381
