#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
368;Dobar keramičar radi i u Srbina, i u Hrvata i u Bošnjaka.;A good tile installer works for a Serb, Croat and Bosniak.;women;life together;;;1.0;1;20.1;6.9;;20;10.0;Inclusivity;6;9.0;Ethno-religious identity;Economic Activity & Livelihoods;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;0.138545;0.176
369;Mladi ne studiraju zanimanja za koja nema zaposlenja u Mostaru.;Young people don't get degrees in professions in which there are no available working spaces.;women;life together;;;1.0;1;19.0;20.5;;19;0.0;Education;20;5;Youth employment;Rights & Dignity;Economic Activity & Livelihoods;0.0;1.0;0.198448;0.0;0.0;0.400447;0.60473;0.223684
370;Lokalni momci rade posao za dnevnicu od 40 KM, jer ih nije stid da li će ih neko vidjeti.;Local men work jobs for a daily wage of 40KM because they aren't ashamed someone will see them doing that job.;youth;life together;;;1.0;1;20.8;22.1;;20;8.0;Livelihoods;22;10.0;Gender norms;Economic Activity & Livelihoods;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;0.138545;0.166667
371;Hrvat koji je dobio posao grafičkog dizajnera, se zahvalio uposlenicima KC Kralj Fahd s ogromnom platom kolača.;A Croat who got a job as a graphic designer thanked the employees of the Cultural Center Kralj Fahd (King Fahd) with a big platter of cakes.;women;life together;1.0;;;1;20.8;1.1;;20;8.0;Livelihoods;1;10.0;Personal value;Economic Activity & Livelihoods;Culture & Society;1.0;1.0;0.198448;0.675472;0.0;0.0;0.138545;0.151899
372;Prošle godine u novembru, maskirani hrvatski dječaci nisu napali bošnjačke dječake koji su učestvovali u turniru.;Last November, masked Croatian boys didn't attack Bosniak boys who were participating in the tournament.;youth;life together;;;1.0;1;4.1;12.3;;4;10.0;Sport & Hooliganism;12;3.0;Activities;Rights & Dignity;Culture & Society;0.0;1.0;0.198448;0.0;0.0;0.400447;0.348928;0.1
373;Kolegice s fakulteta na zapadnoj strani, nakon što nas upoznaju, prelaze s nama na istočnu stranu;Students from the university on the west side, after meeting us, cross with us to the east side.;youth;life together;1.0;;;1;2.3;15.5;;2;3.0;Movement;15;5;Inclusion;Security;Culture & Society;;;0.198448;0.675472;0.0;0.0;0.275809;0.177419
374;Roditelju utiču da djeca što više vremena provode vani.;Parents try to influence their kids to spend their time outside as much as possible.;youth;life together;1.0;;;1;15.2;23.3;2.12.22;15;2.0;Infrastructure;23;3.0;0;Culture & Society;Rights & Dignity;;;0.198448;0.675472;0.0;0.0;0.065616;0.166667
375;Roditelji ne dovode djecu u školu sa zakašnjenjem.;Parents don't bring their children late to school.;women;life together;1.0;;;1;15.2;19.0;2022-02-12 00:00:00;15;2.0;Infrastructure;19;0;Education;Culture & Society;Rights & Dignity;;;0.198448;0.675472;0.0;0.0;0.065616;0.216216
376;Kada ljudi izađu na kafu, ne budu svo vrijeme na mobitelima.;When people go to a cafe, they don't spend all of their time on their phones.;men;life together;;;1.0;1;11.1;6.5;;11;10.0;Cafes and Space;6;5;Technology;Culture & Society;Culture & Society;;;0.198448;0.0;0.0;0.400447;0.067117;0.176
377;Ljudi redovno koriste pasarelu da pređu ulicu;People regularly use the Pasarela (footbridge in Zalik) to cross the road.;men;life together;;;1.0;1;17.1;21.3;;17;10.0;Roads;21;3.0;Pedestrian Safety;Economic Activity & Livelihoods;Culture & Society;;;0.198448;0.0;0.0;0.400447;0.161116;0.148148
378;Kad god neko pita ženu iz Zalika “kakva je situacija u Mostaru?” ona odgovara “Nikad ljepša.”;"When someone asks a woman from Zalik: ""How's the situation in Mostar?"", she replies with: ""Never better.""";youth;life together;;;1.0;1;9.0;6.3;;9;0.0;Governance;6;3.0;Social Trust;Rights & Dignity;Culture & Society;;;0.198448;0.0;0.0;0.400447;0.121769;0.176
379;Ljudi ne pitaju šta je interes žene koja pokušava okupiti ljude da čiste njihovu ulicu.;People don't ask a woman, who tries to gather people to clean their street, what she gains by doing that.;women;life together;;;1.0;1;6.4;18.3;;6;4.0;Activism;18;3.0;Environmental Restoration;Culture & Society;Rights & Dignity;;;0.198448;0.0;0.0;0.400447;0.016273;0.132353
380;Žena želi očistiti svoju ulicu, jer želi da joj tu bude lijepo.;A woman wants to clean her streets because she wants it to look nice.;women;life together;;;1.0;1;18.3;22.0;;18;3.0;Environmental Restoration;22;0;Gender;Rights & Dignity;Culture & Society;;;0.198448;0.0;0.0;0.400447;0.073121;0.166667
381;Žena nema psihičkih problema zbog egizistencijalne ugroženosti.;Women don't have mental issues because they don't feel like their lives are endangered.;women;life together;;;1.0;1;22.3;23.1;2022-02-12 00:00:00;22;3.0;Safety and comfort;23;10.0;Mental Health;Culture & Society;Rights & Dignity;;;0.198448;0.0;0.0;0.400447;1.193333;0.166667
382;Udruženje mladih iz Zalika pokreće akcije čišćenja.;The Youth Association of Zalik starts clean up events.;women;life together;;;1.0;1;18.3;9.7;;18;3.0;Environmental Restoration;9;7.0;Citizens' associations;Rights & Dignity;Rights & Dignity;;;0.198448;0.0;0.0;0.400447;0.073121;0.153061
38;Ljudi nisu navikli na lošu ekonomsku situaciju.;People aren't accustomed to the bad economic situation.;verification;life together;2.0;5.0;5.0;12;20.8;9.0;;20;8.0;Livelihoods;9;0;Governance;Economic Activity & Livelihoods;Rights & Dignity;;;2.381375;1.350943;4.710526;2.002237;1.662539;1.836735
80;Ljudi nisu navikli na nezaposlenost.;People aren't used to being unemployed.;verification;life together;2.0;;6.0;8;20.8;10.2;;20;8.0;Livelihoods;10;2.0;Unemployment;Economic Activity & Livelihoods;Rights & Dignity;;;1.587583;1.350943;0.0;2.402685;1.108359;1.353846
193;Ljudi se ne povlače u sebe i svoja 4 zida zbog korone.;People don't hide within themselves and their four walls because of corona.;verification;life together;;;4.0;4;2.2;11.3;;2;2.0;Confidence;11;3.0;Individual Leisure;Security;Culture & Society;;;0.793792;0.0;0.0;1.60179;1.103236;0.661417
194;Ulice u Mostaru se redovno peru.;Streets in Mostar are regularly cleaned.;verification;life together;;;4.0;4;10.6;17.1;;10;6.0;Public utilities;17;10.0;Roads;Rights & Dignity;Economic Activity & Livelihoods;;;0.793792;0.0;0.0;1.60179;1.001399;0.435644
195;U javne bolnice ne dolaze vjerski službenici.;Religious officials do not come to public hospitals.;verification;life together;1.0;2.0;1.0;4;23.2;14.0;2022-02-12 00:00:00;23;2.0;0;14;0;Religion;Rights & Dignity;Culture & Society;;;0.793792;0.675472;1.884211;0.400447;4.773333;1.333333
239;Šahtovi u Mostaru se redovno čiste.;Manholes in Mostar are regularly cleaned.;verification;life together;;3.0;;3;17.1;10.6;;17;10.0;Roads;10;6.0;Public utilities;Economic Activity & Livelihoods;Rights & Dignity;;;0.595344;0.0;2.826316;0.0;0.483348;0.507692
